id,Account,Amount,Counterparty,Tags,Date,Location
1585,Savings,786.58,Grab,"Travel, General Expenses, Entertainment, Dining, Groceries",2022-07-27,Singapore
1586,Joint Account,382.39,Uber,"General Expenses, Travel, Groceries, Entertainment, Dining",2022-08-02,Australia
1587,Joint Account,338.26,Uber,Dining,2022-08-18,Singapore
1588,Savings,48.27,Gojek,"Entertainment, Transportation, General Expenses, Dining, Groceries",2022-07-22,Australia
1589,Joint Account,386.28,Grab,"Groceries, Entertainment, Dining, General Expenses",2022-06-11,Singapore
1590,Checking,953.9,Walmart,"Groceries, General Expenses, Entertainment",2022-12-16,Indonesia
1591,Joint Account,736.4,Gojek,Entertainment,2022-11-04,Japan
1592,Savings,602.81,Amazon,"General Expenses, Dining, Groceries, Transportation, Entertainment",2022-09-23,Singapore
1593,Joint Account,49.28,Fairprice,"General Expenses, Travel, Groceries",2022-06-04,Australia
1594,Joint Account,754.33,Starbucks,"Transportation, General Expenses, Travel, Groceries, Dining",2022-09-04,Indonesia
1595,Joint Account,877.16,Amazon,"Dining, Groceries",2022-08-14,Indonesia
1596,Savings,212.2,Amazon,"Groceries, Dining, Travel, Transportation, General Expenses",2022-07-26,Singapore
1597,Savings,97.58,Uber,"Transportation, General Expenses, Entertainment, Groceries, Travel",2022-06-16,Singapore
1598,Joint Account,5.68,ACME,"Entertainment, General Expenses, Transportation, Groceries, Travel",2022-06-23,Indonesia
1599,Savings,164.19,Gojek,"Travel, Groceries, Transportation, Dining",2022-10-30,Singapore
1600,Joint Account,899.68,Grab,"Transportation, Dining, General Expenses, Travel",2022-07-28,Japan
1601,Checking,165.82,Uber,"Dining, General Expenses, Groceries",2022-11-13,Japan
1602,Joint Account,836.82,Walmart,"Transportation, Travel, Entertainment, Groceries, General Expenses",2022-11-27,Australia
1603,Joint Account,415.49,Gojek,"Entertainment, Dining, Travel, Transportation, General Expenses",2022-08-08,Indonesia
1604,Checking,795.68,Amazon,"Transportation, Entertainment",2022-09-03,Singapore
1605,Joint Account,679.59,Amazon,"Travel, Entertainment, Dining",2022-12-25,Japan
1606,Checking,379.45,Walmart,"Travel, Dining, Groceries",2022-06-22,Singapore
1607,Checking,568.95,Amazon,"Dining, Entertainment, General Expenses",2022-10-03,Japan
1608,Joint Account,854.3,Google,"General Expenses, Travel, Groceries, Entertainment, Transportation",2022-10-11,Singapore
1609,Savings,665.37,Amazon,"Travel, Dining, Entertainment",2022-12-20,Australia
1610,Joint Account,132.4,Fairprice,"Groceries, Entertainment, General Expenses, Dining",2022-07-05,Australia
1611,Checking,348.15,Google,"Dining, Transportation, Groceries, Travel, General Expenses",2022-09-13,Australia
1612,Checking,223.45,Google,"General Expenses, Entertainment",2022-11-23,Singapore
1613,Checking,287.92,Walmart,"Transportation, Entertainment, Groceries, General Expenses",2022-12-26,Japan
1614,Savings,923.4,Grab,"Entertainment, General Expenses, Travel, Groceries, Transportation, Dining",2022-09-11,Indonesia
1615,Checking,744.67,Grab,"Entertainment, General Expenses, Travel, Transportation, Groceries",2022-08-02,Singapore
1616,Checking,460.42,Starbucks,"Groceries, Dining",2022-06-03,Indonesia
1617,Joint Account,75.34,Uber,General Expenses,2022-09-28,Indonesia
1618,Checking,866.73,Fairprice,"General Expenses, Dining, Transportation",2022-09-04,Australia
1619,Checking,365.47,Gojek,"Travel, Transportation, Dining, General Expenses, Groceries",2022-06-14,Australia
1620,Savings,972.49,Amazon,"Travel, Dining",2022-06-15,Singapore
1621,Savings,742.35,Walmart,"Travel, Dining",2022-08-10,Japan
1622,Savings,499.21,Grab,"Travel, Groceries, General Expenses",2022-07-06,Indonesia
1623,Checking,523.72,Fairprice,"Travel, Transportation, Groceries, Dining",2022-06-26,Australia
1624,Joint Account,464.41,Google,"Groceries, Dining, Transportation, Travel, General Expenses, Entertainment",2022-09-29,Indonesia
1625,Checking,66.27,ACME,General Expenses,2022-12-17,Japan
1626,Joint Account,119.14,Walmart,"Entertainment, Groceries, Dining, General Expenses, Transportation, Travel",2022-06-07,Indonesia
1627,Checking,972.77,Uber,"Dining, General Expenses, Travel, Transportation",2022-06-28,Indonesia
1628,Joint Account,418.25,ACME,Entertainment,2022-06-30,Japan
1629,Joint Account,221.41,Google,"Dining, Travel, Entertainment, Transportation, Groceries",2022-11-17,Japan
1630,Checking,616.72,Fairprice,"Dining, General Expenses, Transportation, Entertainment, Travel, Groceries",2022-10-24,Australia
1631,Joint Account,937.0,Amazon,"General Expenses, Dining, Travel, Groceries",2022-06-02,Singapore
1632,Joint Account,51.59,Starbucks,General Expenses,2022-10-14,Australia
1633,Checking,499.47,Starbucks,"Entertainment, Dining, General Expenses, Groceries, Transportation, Travel",2022-10-26,Japan
1634,Joint Account,263.44,Fairprice,"Travel, Dining, Transportation, General Expenses",2022-06-09,Japan
1635,Checking,667.14,Starbucks,"Transportation, Groceries, Travel",2022-11-16,Singapore
1636,Joint Account,941.71,Walmart,"Transportation, Groceries",2022-07-21,Indonesia
1637,Joint Account,529.75,Google,"Entertainment, General Expenses",2022-12-11,Indonesia
1638,Checking,249.85,Fairprice,"Transportation, General Expenses, Dining, Travel, Entertainment, Groceries",2022-12-26,Singapore
1639,Joint Account,502.19,ACME,"Entertainment, General Expenses, Transportation",2022-06-01,Indonesia
1640,Joint Account,750.07,Uber,"Transportation, Groceries, Travel, Dining, General Expenses, Entertainment",2022-12-11,Japan
1641,Checking,939.83,Google,"Dining, General Expenses, Travel, Transportation, Entertainment, Groceries",2022-07-14,Singapore
1642,Joint Account,235.22,Gojek,"Groceries, Transportation",2022-07-30,Japan
1643,Checking,297.52,ACME,"Travel, Transportation, General Expenses, Groceries, Dining",2022-09-04,Indonesia
1644,Savings,95.73,Grab,"General Expenses, Groceries, Entertainment, Travel, Dining",2022-09-11,Japan
1645,Savings,66.08,Starbucks,"Dining, Groceries, General Expenses, Entertainment, Transportation",2022-09-30,Australia
1646,Savings,993.02,Amazon,Dining,2022-12-26,Indonesia
1647,Joint Account,502.91,Fairprice,Transportation,2022-06-06,Japan
1648,Joint Account,618.97,Starbucks,"Groceries, Travel, Entertainment, General Expenses, Transportation, Dining",2022-08-18,Australia
1649,Joint Account,88.48,Starbucks,Groceries,2022-08-04,Japan
1650,Checking,290.07,Starbucks,Entertainment,2022-10-05,Australia
1651,Checking,301.3,ACME,"Groceries, Travel, General Expenses, Transportation, Dining",2022-09-04,Indonesia
1652,Joint Account,135.23,Google,"Dining, Entertainment",2022-07-31,Indonesia
1653,Joint Account,33.78,Fairprice,General Expenses,2022-07-25,Indonesia
1654,Savings,208.32,Amazon,"Entertainment, Travel, Groceries, Dining, General Expenses, Transportation",2022-08-26,Japan
1655,Joint Account,545.46,Walmart,"Groceries, Travel, Dining",2022-09-23,Indonesia
1656,Checking,551.23,Starbucks,"Entertainment, Transportation, Groceries, Dining",2022-07-23,Singapore
1657,Checking,106.7,Walmart,"Entertainment, Dining, Travel, Transportation, General Expenses, Groceries",2022-07-23,Japan
1658,Checking,726.69,Gojek,Travel,2022-11-24,Singapore
1659,Savings,900.07,Starbucks,"Entertainment, Transportation, General Expenses, Groceries",2022-06-04,Japan
1660,Joint Account,775.76,Gojek,"General Expenses, Transportation, Entertainment, Dining",2022-11-11,Indonesia
1661,Savings,312.99,Walmart,"Travel, General Expenses, Transportation, Entertainment",2022-10-11,Indonesia
1662,Joint Account,582.93,Amazon,"Dining, Travel, Transportation",2022-10-04,Australia
1663,Joint Account,728.5,Google,"Groceries, Transportation, Entertainment, Travel, General Expenses",2022-08-23,Japan
1664,Joint Account,388.0,Starbucks,"Groceries, Transportation",2022-08-26,Singapore
1665,Savings,778.5,Grab,"Groceries, Entertainment, Travel, Dining",2022-11-30,Japan
1666,Joint Account,139.56,Walmart,"Entertainment, Dining",2022-08-24,Japan
1667,Savings,376.22,Amazon,"Groceries, Entertainment",2022-12-09,Japan
1668,Checking,762.11,Amazon,"General Expenses, Transportation",2022-08-13,Japan
1669,Savings,276.02,Fairprice,"Dining, Entertainment, Transportation, Travel, Groceries, General Expenses",2022-06-01,Australia
1670,Joint Account,787.12,Starbucks,"Dining, Travel, Transportation",2022-11-09,Indonesia
1671,Joint Account,784.49,Fairprice,Groceries,2022-12-18,Australia
1672,Savings,618.71,Amazon,"Dining, Entertainment",2022-11-01,Japan
1673,Savings,810.95,Grab,"Dining, Travel, General Expenses, Transportation",2022-06-12,Singapore
1674,Savings,999.3,Walmart,"Groceries, General Expenses, Entertainment, Transportation, Dining, Travel",2022-11-17,Indonesia
1675,Savings,870.4,Uber,"Entertainment, Groceries, Transportation, Dining, General Expenses",2022-12-21,Singapore
1676,Joint Account,548.11,Uber,"Travel, General Expenses, Dining, Groceries, Transportation",2022-08-26,Australia
1677,Checking,919.03,Uber,"Groceries, Travel, Dining",2022-06-08,Indonesia
1678,Savings,629.15,Fairprice,"Travel, Dining, General Expenses, Transportation, Entertainment, Groceries",2022-06-21,Indonesia
1679,Joint Account,941.77,Gojek,"Travel, Entertainment, General Expenses, Dining, Groceries",2022-08-18,Indonesia
1680,Savings,815.71,Google,"General Expenses, Entertainment",2022-08-24,Singapore
1681,Joint Account,566.47,Grab,"Groceries, Entertainment, General Expenses, Dining",2022-12-13,Indonesia
1682,Joint Account,254.06,Grab,"Travel, Groceries, Transportation, Entertainment",2022-06-21,Japan
1683,Checking,542.95,Walmart,"Groceries, General Expenses, Dining, Entertainment, Transportation, Travel",2022-11-01,Australia
1684,Checking,853.36,Starbucks,"General Expenses, Dining, Groceries",2022-12-09,Australia
1685,Savings,457.45,Grab,"Transportation, Dining, General Expenses, Entertainment, Groceries",2022-08-21,Singapore
1686,Checking,355.52,Google,"Dining, Transportation, Travel",2022-06-18,Australia
1687,Joint Account,407.3,Grab,Groceries,2022-07-26,Japan
1688,Checking,747.19,Walmart,"Transportation, Travel, Groceries, General Expenses, Entertainment, Dining",2022-09-30,Japan
1689,Joint Account,26.18,Grab,"Transportation, Entertainment",2022-08-31,Japan
1690,Savings,159.83,Walmart,Groceries,2022-07-05,Australia
1691,Checking,942.92,ACME,"Dining, Entertainment, Groceries, Transportation",2022-10-31,Japan
1692,Checking,467.27,Starbucks,"Transportation, General Expenses, Groceries, Travel, Dining, Entertainment",2022-08-18,Japan
1693,Savings,305.46,Walmart,"General Expenses, Dining",2022-08-30,Indonesia
1694,Joint Account,91.44,Starbucks,"Dining, Transportation",2022-10-03,Singapore
1695,Joint Account,413.23,Google,Dining,2022-11-12,Australia
1696,Savings,136.59,Fairprice,"Groceries, Entertainment, Dining, Transportation, General Expenses, Travel",2022-12-13,Australia
1697,Joint Account,446.84,Grab,"Dining, Transportation, Entertainment, Travel, General Expenses",2022-12-21,Singapore
1698,Savings,516.03,Fairprice,Groceries,2022-06-24,Australia
1699,Savings,93.44,Amazon,"Travel, General Expenses, Groceries",2022-08-09,Australia
1700,Checking,114.14,ACME,"Dining, Travel, Groceries, General Expenses",2022-09-04,Indonesia
1701,Savings,557.77,Google,"Dining, Groceries, Travel, Entertainment, Transportation, General Expenses",2022-10-31,Indonesia
1702,Checking,603.68,Gojek,"Transportation, Entertainment, Dining, Travel, Groceries, General Expenses",2022-07-31,Japan
1703,Savings,6.76,Grab,Transportation,2022-08-12,Japan
1704,Joint Account,394.57,Starbucks,"Dining, Travel",2022-06-03,Japan
1705,Joint Account,588.11,Fairprice,"Entertainment, Travel, Transportation, Groceries, General Expenses",2022-10-14,Indonesia
1706,Checking,574.24,Uber,"General Expenses, Travel, Groceries, Entertainment, Dining, Transportation",2022-08-28,Indonesia
1707,Savings,246.81,ACME,"Entertainment, Travel, General Expenses, Transportation",2022-08-25,Singapore
1708,Checking,719.44,Amazon,"Travel, Groceries, Entertainment, General Expenses, Dining, Transportation",2022-07-09,Japan
1709,Savings,708.94,ACME,"Travel, Dining, General Expenses",2022-11-18,Indonesia
1710,Savings,205.08,Fairprice,"Transportation, Dining, Entertainment",2022-10-01,Singapore
1711,Joint Account,827.13,Google,Groceries,2022-08-16,Indonesia
1712,Joint Account,135.19,Uber,"Transportation, Entertainment",2022-07-10,Singapore
1713,Joint Account,789.51,Amazon,"General Expenses, Entertainment",2022-07-04,Singapore
1714,Checking,719.5,Fairprice,"Entertainment, Transportation, General Expenses",2022-08-23,Japan
1715,Checking,371.56,Amazon,"Travel, General Expenses, Transportation, Dining, Entertainment",2022-08-27,Australia
1716,Checking,539.05,Grab,"Entertainment, Dining, Transportation, Travel, General Expenses",2022-11-29,Australia
1717,Savings,617.24,ACME,"Entertainment, Travel",2022-12-26,Indonesia
1718,Joint Account,118.25,Grab,Dining,2022-10-01,Australia
1719,Joint Account,247.83,Google,"Transportation, Travel",2022-12-02,Singapore
1720,Savings,564.29,Walmart,Groceries,2022-08-13,Singapore
1721,Joint Account,528.63,Uber,"Entertainment, Transportation, Groceries, Dining, Travel, General Expenses",2022-09-15,Singapore
1722,Checking,677.24,Grab,"Transportation, Entertainment, Travel, Dining, General Expenses, Groceries",2022-11-04,Singapore
1723,Joint Account,233.98,ACME,"General Expenses, Entertainment, Travel, Transportation, Groceries",2022-10-24,Japan
1724,Joint Account,90.77,Gojek,"Entertainment, Transportation, Groceries",2022-09-27,Japan
1725,Joint Account,480.19,Starbucks,"Entertainment, Transportation",2022-12-18,Singapore
1726,Savings,89.85,Amazon,"Travel, Transportation",2022-09-15,Indonesia
1727,Savings,657.93,Gojek,"Dining, Entertainment, General Expenses, Groceries, Travel",2022-07-18,Japan
1728,Checking,910.64,ACME,Groceries,2022-08-19,Australia
1729,Joint Account,240.91,Starbucks,"General Expenses, Transportation, Travel, Dining, Groceries, Entertainment",2022-06-08,Australia
1730,Joint Account,819.3,Uber,Travel,2022-10-13,Australia
1731,Joint Account,871.38,Starbucks,"Dining, Transportation, Travel",2022-10-22,Japan
1732,Joint Account,108.02,Fairprice,"Entertainment, Dining, Travel, Groceries",2022-08-28,Indonesia
1733,Joint Account,871.05,ACME,"Transportation, General Expenses, Dining, Travel, Groceries",2022-08-02,Australia
1734,Joint Account,217.75,Uber,"Dining, General Expenses, Transportation, Groceries, Travel",2022-06-08,Australia
1735,Savings,802.04,Gojek,"Travel, General Expenses, Transportation",2022-10-16,Singapore
1736,Savings,296.23,Uber,General Expenses,2022-10-05,Japan
1737,Checking,734.91,Amazon,"Entertainment, Groceries, Dining, Travel",2022-11-11,Singapore
1738,Joint Account,207.09,Starbucks,"Travel, General Expenses, Groceries, Transportation",2022-09-27,Indonesia
1739,Checking,375.71,Fairprice,"Dining, Entertainment, Transportation, General Expenses",2022-08-22,Japan
1740,Joint Account,442.98,ACME,"General Expenses, Dining",2022-11-28,Japan
1741,Savings,32.2,Fairprice,Groceries,2022-11-18,Japan
1742,Checking,95.83,Gojek,"Travel, Groceries, Transportation, General Expenses, Entertainment, Dining",2022-12-30,Australia
1743,Joint Account,400.95,Grab,"Transportation, Groceries, Travel",2022-11-04,Indonesia
1744,Joint Account,902.15,Grab,"Transportation, Entertainment, Travel, Groceries, General Expenses",2022-10-28,Indonesia
1745,Checking,739.69,Gojek,"Transportation, Travel, Entertainment, Dining",2022-06-13,Indonesia
1746,Checking,3.49,Amazon,"Travel, Entertainment, General Expenses, Dining, Groceries",2022-06-17,Australia
1747,Joint Account,635.64,Walmart,"Entertainment, Transportation",2022-11-03,Australia
1748,Checking,753.95,ACME,Transportation,2022-06-05,Indonesia
1749,Savings,25.46,Google,"Dining, Travel, Transportation, Groceries",2022-11-18,Singapore
1750,Joint Account,272.16,Walmart,"General Expenses, Dining, Groceries",2022-12-31,Singapore
1751,Checking,407.46,Amazon,"General Expenses, Transportation, Dining, Groceries",2022-10-10,Japan
1752,Joint Account,242.78,Fairprice,"Entertainment, Travel, Dining, Transportation, General Expenses, Groceries",2022-07-19,Australia
1753,Joint Account,556.37,ACME,"Groceries, General Expenses",2022-12-28,Australia
1754,Savings,532.14,Walmart,"Travel, Dining, Groceries, Entertainment, Transportation",2022-07-30,Australia
1755,Joint Account,765.03,Amazon,"Dining, Travel, Entertainment, Groceries, General Expenses",2022-09-04,Singapore
1756,Savings,482.65,Google,"Groceries, Dining, Transportation, Travel, General Expenses, Entertainment",2022-10-30,Indonesia
1757,Checking,135.83,Walmart,Groceries,2022-07-27,Australia
1758,Savings,13.5,Walmart,"Dining, Entertainment, Transportation, General Expenses, Travel, Groceries",2022-09-26,Singapore
1759,Savings,562.25,Starbucks,"Travel, Dining, General Expenses, Entertainment, Groceries",2022-06-09,Singapore
1760,Joint Account,797.76,Google,"Entertainment, Groceries, Travel, Transportation, Dining",2022-12-17,Japan
1761,Checking,993.73,Grab,General Expenses,2022-09-25,Indonesia
1762,Savings,39.83,Gojek,"Groceries, General Expenses, Transportation, Travel, Entertainment, Dining",2022-12-24,Singapore
1763,Savings,101.02,Amazon,Transportation,2022-07-18,Indonesia
1764,Joint Account,487.11,Amazon,"Entertainment, General Expenses, Travel",2022-08-31,Australia
1765,Savings,166.57,Amazon,"Dining, Groceries, Transportation",2022-10-22,Singapore
1766,Joint Account,902.65,Starbucks,"Travel, Groceries, Entertainment, General Expenses, Transportation, Dining",2022-09-17,Australia
1767,Checking,344.89,Amazon,"Travel, Entertainment, Dining, Transportation, Groceries, General Expenses",2022-10-22,Japan
1768,Savings,866.48,Gojek,Travel,2022-12-22,Indonesia
1769,Joint Account,14.31,Fairprice,"Travel, Transportation, General Expenses, Dining",2022-08-11,Indonesia
1770,Savings,20.57,Walmart,"Dining, Transportation, Groceries, Entertainment, General Expenses",2022-06-19,Indonesia
1771,Joint Account,436.5,Fairprice,"Travel, Dining, Entertainment, General Expenses, Transportation, Groceries",2022-10-06,Indonesia
1772,Checking,546.59,Starbucks,"Travel, Groceries, Dining, Entertainment, Transportation, General Expenses",2022-07-03,Singapore
1773,Checking,775.58,Walmart,"Travel, Entertainment, Groceries, Transportation, General Expenses",2022-06-15,Japan
1774,Joint Account,748.04,Amazon,"Transportation, General Expenses, Groceries",2022-09-22,Indonesia
1775,Savings,322.98,Walmart,"Entertainment, Dining, General Expenses, Groceries, Transportation, Travel",2022-09-24,Japan
1776,Checking,168.56,Uber,"General Expenses, Dining, Travel, Groceries, Transportation",2022-12-01,Japan
1777,Savings,782.81,Amazon,"Transportation, Groceries, General Expenses, Travel",2022-09-08,Australia
1778,Savings,966.0,Fairprice,"Travel, Groceries, Dining",2022-07-09,Australia
1779,Checking,471.08,Starbucks,Travel,2022-09-01,Indonesia
1780,Joint Account,262.17,ACME,"Groceries, Dining, Transportation, Entertainment",2022-11-18,Indonesia
1781,Savings,102.87,ACME,"Entertainment, Transportation, General Expenses, Groceries, Dining, Travel",2022-07-26,Australia
1782,Savings,698.7,Walmart,"General Expenses, Groceries, Transportation, Travel, Dining",2022-09-30,Singapore
1783,Savings,128.15,Grab,"Travel, Entertainment, General Expenses, Transportation",2022-09-16,Indonesia
1784,Savings,688.63,Gojek,"Dining, Travel, Entertainment, Groceries, Transportation",2022-10-28,Singapore
1785,Checking,547.14,Uber,"Dining, Groceries, Travel",2022-07-30,Australia
1786,Checking,852.67,Uber,"Dining, Travel, Groceries",2022-10-22,Indonesia
1787,Checking,840.25,Grab,"Groceries, Travel",2022-09-09,Australia
1788,Checking,62.78,Grab,"Transportation, Entertainment, Groceries, Dining",2022-06-24,Australia
1789,Checking,656.58,Gojek,"Groceries, Travel",2022-10-09,Indonesia
1790,Savings,833.19,Gojek,"Transportation, Entertainment, Travel",2022-12-08,Australia
1791,Savings,578.19,Uber,"Groceries, Dining, Travel, Transportation",2022-07-20,Singapore
1792,Savings,690.22,Amazon,Entertainment,2022-12-17,Indonesia
1793,Savings,277.48,Grab,"Dining, Travel, Entertainment, General Expenses, Transportation",2022-12-29,Singapore
1794,Savings,612.65,Gojek,"Groceries, Dining, Travel, Entertainment, General Expenses, Transportation",2022-09-23,Japan
1795,Joint Account,163.9,Amazon,"Transportation, Travel, Dining, General Expenses, Groceries, Entertainment",2022-11-26,Japan
1796,Checking,207.08,Uber,"Groceries, Dining, Entertainment, General Expenses",2022-09-22,Indonesia
1797,Savings,841.14,Uber,"Dining, Groceries, General Expenses, Transportation",2022-09-19,Australia
1798,Savings,141.09,Google,General Expenses,2022-07-04,Japan
1799,Checking,336.08,Amazon,Groceries,2022-07-26,Japan
1800,Checking,360.26,Fairprice,"Entertainment, Groceries, Transportation, Travel",2022-09-02,Australia
1801,Checking,506.23,Starbucks,General Expenses,2022-06-08,Japan
1802,Joint Account,782.56,Uber,"General Expenses, Entertainment, Groceries, Travel",2022-11-02,Japan
1803,Checking,507.16,Fairprice,"Entertainment, General Expenses, Transportation, Travel, Groceries",2022-07-31,Indonesia
1804,Savings,543.32,Google,Travel,2022-10-14,Japan
1805,Checking,380.14,ACME,"Transportation, Entertainment, Travel, Dining, General Expenses, Groceries",2022-06-14,Japan
1806,Joint Account,853.33,Uber,Dining,2022-06-07,Japan
1807,Joint Account,943.61,ACME,General Expenses,2022-07-11,Indonesia
1808,Checking,546.13,ACME,Groceries,2022-07-22,Singapore
1809,Joint Account,72.89,Starbucks,"General Expenses, Entertainment, Travel, Transportation",2022-09-11,Singapore
1810,Savings,216.82,Fairprice,"Groceries, Dining, General Expenses",2022-11-23,Australia
1811,Checking,392.15,Google,"Entertainment, Groceries",2022-06-23,Singapore
1812,Savings,892.54,Uber,"Entertainment, General Expenses, Dining, Groceries, Travel",2022-08-30,Singapore
1813,Checking,746.49,Fairprice,"Travel, Transportation, Groceries, Dining",2022-07-14,Singapore
1814,Savings,452.38,Google,"Entertainment, Travel, Dining, Groceries",2022-08-31,Japan
1815,Savings,858.93,Grab,"General Expenses, Dining",2022-09-02,Indonesia
1816,Joint Account,728.61,Gojek,"General Expenses, Travel, Entertainment, Groceries, Dining, Transportation",2022-07-05,Japan
1817,Savings,996.72,Gojek,"General Expenses, Entertainment",2022-10-19,Indonesia
1818,Joint Account,607.72,Gojek,Travel,2022-08-06,Indonesia
1819,Joint Account,818.8,ACME,"Groceries, Travel",2022-08-10,Singapore
1820,Savings,200.63,Google,"Travel, General Expenses, Dining",2022-07-16,Japan
1821,Checking,742.3,ACME,"Groceries, General Expenses, Dining, Transportation",2022-11-24,Japan
1822,Savings,380.0,Uber,"Groceries, Entertainment, General Expenses, Transportation",2022-11-21,Indonesia
1823,Savings,128.44,Fairprice,"Dining, Groceries, Transportation, General Expenses, Travel",2022-12-09,Singapore
1824,Savings,121.37,Uber,"Entertainment, Groceries, General Expenses",2022-11-09,Indonesia
1825,Savings,414.19,Fairprice,"Entertainment, Groceries, General Expenses, Dining, Transportation",2022-11-07,Japan
1826,Checking,773.74,Amazon,"Transportation, Dining, Travel, Groceries, Entertainment",2022-08-22,Japan
1827,Savings,95.03,Grab,"Dining, General Expenses, Transportation, Travel, Entertainment",2022-06-28,Japan
1828,Savings,778.91,Starbucks,"Entertainment, General Expenses, Travel",2022-12-21,Indonesia
1829,Checking,934.87,Starbucks,"Transportation, Entertainment, General Expenses, Groceries",2022-07-11,Singapore
1830,Checking,512.26,Gojek,"Travel, Dining, Entertainment, Transportation, Groceries, General Expenses",2022-09-01,Singapore
1831,Checking,271.16,Fairprice,"Transportation, Dining",2022-12-24,Indonesia
1832,Joint Account,804.39,Walmart,"Groceries, Transportation, Travel, Dining, Entertainment",2022-10-03,Indonesia
1833,Savings,79.15,ACME,"Groceries, General Expenses, Transportation, Entertainment, Travel, Dining",2022-07-15,Japan
1834,Checking,486.22,Google,"Groceries, Entertainment, Dining",2022-11-09,Japan
1835,Joint Account,121.46,Walmart,"Travel, Transportation, Groceries, Dining, General Expenses",2022-09-29,Singapore
1836,Savings,584.41,Grab,"Travel, General Expenses, Transportation, Dining",2022-08-13,Singapore
1837,Savings,958.03,Fairprice,"Entertainment, Groceries, General Expenses, Travel, Transportation",2022-08-08,Indonesia
1838,Checking,784.05,ACME,"Entertainment, General Expenses, Groceries",2022-08-07,Singapore
1839,Checking,445.71,Gojek,Groceries,2022-09-27,Australia
1840,Checking,147.6,ACME,"Transportation, Entertainment, General Expenses",2022-07-12,Singapore
1841,Savings,116.57,Gojek,"Transportation, Dining, Travel",2022-12-30,Japan
1842,Joint Account,975.33,Fairprice,"Groceries, Entertainment, Travel, Dining, Transportation",2022-07-24,Japan
1843,Joint Account,511.78,ACME,Groceries,2022-06-26,Indonesia
1844,Checking,569.19,Walmart,"Transportation, Travel, Dining, General Expenses, Entertainment",2022-06-17,Singapore
1845,Savings,772.16,Google,"Entertainment, Groceries, Travel, Dining, Transportation, General Expenses",2022-10-24,Indonesia
1846,Savings,708.7,Walmart,"Travel, Entertainment, Groceries, Transportation",2022-12-10,Japan
1847,Savings,238.01,Starbucks,"Dining, Travel, Entertainment",2022-12-22,Indonesia
1848,Checking,894.85,Grab,"Groceries, Travel, Entertainment",2022-08-18,Australia
1849,Checking,380.45,Amazon,"General Expenses, Transportation, Entertainment",2022-10-24,Japan
1850,Checking,150.67,ACME,"Travel, Groceries, Transportation, Entertainment",2022-06-21,Indonesia
1851,Savings,562.44,Google,Groceries,2022-06-21,Singapore
1852,Checking,760.1,Google,"Dining, Travel",2022-11-17,Australia
1853,Savings,104.14,Uber,"Transportation, General Expenses, Dining, Travel, Groceries",2022-06-23,Singapore
1854,Savings,361.28,Walmart,"Transportation, Groceries, Dining",2022-08-14,Australia
1855,Savings,40.14,Amazon,"Travel, Entertainment, Groceries, Dining, Transportation, General Expenses",2022-12-09,Singapore
1856,Joint Account,98.7,Walmart,"Entertainment, Groceries, Dining",2022-09-30,Singapore
1857,Savings,17.72,Walmart,"General Expenses, Transportation, Travel, Groceries, Dining, Entertainment",2022-09-02,Indonesia
1858,Checking,208.76,Uber,Groceries,2022-07-02,Australia
1859,Savings,887.63,Gojek,Transportation,2022-12-15,Australia
1860,Checking,174.72,Walmart,"Entertainment, Dining",2022-06-14,Indonesia
1861,Checking,141.5,Uber,"Groceries, General Expenses",2022-12-15,Japan
1862,Checking,880.1,Google,"General Expenses, Groceries, Travel, Entertainment, Dining, Transportation",2022-10-05,Indonesia
1863,Savings,275.86,Fairprice,"Travel, Entertainment",2022-10-13,Singapore
1864,Checking,444.03,Grab,"Travel, Groceries",2022-09-06,Japan
1865,Joint Account,89.62,ACME,"Groceries, Entertainment",2022-09-22,Japan
1866,Checking,439.43,Grab,"Entertainment, Groceries, Dining, Transportation, General Expenses, Travel",2022-09-16,Singapore
1867,Checking,164.55,Amazon,"Travel, Transportation, General Expenses, Dining, Entertainment, Groceries",2022-10-03,Singapore
1868,Checking,689.4,Walmart,"Groceries, Transportation",2022-12-12,Indonesia
1869,Checking,735.92,Google,"Transportation, Dining",2022-11-07,Japan
1870,Savings,984.05,Google,"Groceries, General Expenses",2022-10-16,Australia
1871,Checking,438.0,Starbucks,General Expenses,2022-11-04,Singapore
1872,Joint Account,789.52,Uber,"Groceries, General Expenses, Entertainment, Transportation",2022-08-05,Japan
1873,Joint Account,460.76,Gojek,"General Expenses, Transportation, Travel, Dining, Entertainment",2022-10-08,Japan
1874,Checking,636.15,Amazon,Entertainment,2022-09-16,Indonesia
1875,Checking,991.56,Google,"General Expenses, Groceries",2022-10-31,Singapore
1876,Joint Account,733.92,Uber,"Travel, Dining, Transportation, Groceries",2022-08-06,Singapore
1877,Savings,549.36,Amazon,"Transportation, General Expenses, Groceries, Entertainment, Dining",2022-11-02,Singapore
1878,Savings,828.19,Google,"Transportation, Entertainment, Travel",2022-08-09,Australia
1879,Savings,51.34,Walmart,Entertainment,2022-11-23,Indonesia
1880,Savings,558.37,Amazon,Groceries,2022-08-31,Australia
1881,Savings,816.07,Uber,"Transportation, General Expenses, Travel",2022-09-05,Australia
1882,Checking,821.99,Amazon,"General Expenses, Groceries, Transportation, Travel",2022-07-05,Singapore
1883,Joint Account,816.87,Starbucks,"Travel, Transportation, General Expenses, Dining",2022-12-15,Singapore
